Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Annual Income,Months since last delinquent,Home Ownership,Term,Years in current job,Credit Default
10,23.8,1434048,662970,616759,31781,1691721.388,16,-0.193546938,0.583192905,0.013849095,1
10,20.7,182292,67562,57779,28099,1050415,27,-0.193546938,-0.235664764,-0.68396445,0
6,19.7,672320,536976,451744,13764,1558171,36,-0.193546938,-0.235664764,0.126700744,0
3,13.3,555764,281116,305748,7948,1105718.949,26,0.180264064,0.583192905,0.013849095,1
6,39,323466,87472,126274,19398,1473260,28,-0.193546938,-0.235664764,0.126700744,0
5,14.5,573210,220616,165338,1675,952660,18,-0.193546938,-0.235664764,-0.68396445,0
6,7.7,240284,55616,63707,9542,768512,28,0.180264064,-0.235664764,0.126700744,0
15,12.2,1254902,349668,637260,30181,1547721,38,-0.193546938,-0.235664764,0.013849095,0
5,12.1,239734,517220,178068,14238,1582054,30,0.180264064,-0.235664764,0.126700744,0
14,17,1918774,127974,961134,30061,1044035.736,35,-0.193546938,-0.235664764,0.126700744,1
11,20.8,241142,88528,38532,2551,993833,35,0.180264064,-0.235664764,0.013849095,1
7,13.6,671264,344388,389006,25654,1338455,39,-0.193546938,0.583192905,-0.1128066,1
6,16.5,673156,179168,159866,3849,471770,36,0.180264064,-0.235664764,0.126700744,0
13,30.5,1439922,755722,992351,39742,1533452,57,-0.193546938,-0.235664764,0.126700744,0
4,5.9,472428,112596,152190,5018,4667616,40,0.180264064,-0.235664764,-0.1128066,0
32,15.4,392722,259072,31882,10164,1277161,37,-0.193546938,-0.235664764,-0.68396445,0
15,33,1027554,238106,151753,11183,1240431.279,30,0.180264064,-0.235664764,-0.68396445,0
12,9.3,482680,293018,233016,11939,778620,39,0.180264064,-0.235664764,0.126700744,1
15,18.5,925760,562760,598842,32920,3110528,30,-0.193546938,0.583192905,0.013849095,0
12,11.4,518056,221342,321689,19976,1146954,86,0.180264064,0.583192905,0.126700744,1
19,18.1,682396,568392,474430,34007,1906916,30,-0.193546938,0.583192905,0.013849095,0
11,17,651772,250822,206587,13900,659281,35,-0.193546938,-0.235664764,0.126700744,0
8,8.5,150546,227260,76722,13272,747688,12,0.180264064,-0.235664764,-0.1128066,1
21,12.8,489082,393030,248786,17739,1282310,38,-0.193546938,0.583192905,-0.1128066,0
5,13.1,205436,52690,115330,16531,1146200.918,20,0.180264064,-0.235664764,0.013849095,0
11,24.9,813846,618772,475836,16013,1941002,6,0.092368046,0.583192905,0.126700744,1
7,17.9,345158,26048,194047,7903,374832,61,0.092368046,-0.235664764,0.126700744,0
5,15,420486,308880,282891,13967,744876,61,0.180264064,0.583192905,0.126700744,0
8,15.4,988988,629310,731139,26738,1784210.347,30,-0.193546938,0.583192905,0.126700744,0
17,24.8,1271666,261338,611724,26708,1504648,25,-0.193546938,-0.235664764,0.013849095,0
6,14.7,219978,223234,166611,11230,1044696,29,-0.193546938,-0.235664764,-0.1128066,0
25,17.2,301818,262416,185858,22111,1189818,62,-0.193546938,-0.235664764,0.013849095,0
4,18.6,540100,258104,420736,19199,984542,43,0.180264064,-0.235664764,0.126700744,0
6,12.4,89210,78012,44384,15847,1153160.25,23,-0.193546938,-0.235664764,0.126700744,0
5,13.6,357500,254298,198835,4923,579234,25,0.180264064,-0.235664764,-0.1128066,1
17,14.7,522082,350900,301207,23992,1173033.574,34,0.180264064,0.583192905,0.126700744,1
10,35.4,364870,225500,92644,7891,1071125,10,0.092368046,-0.235664764,0.013849095,1
6,19.9,415250,273042,222338,6323,616892,47,0.180264064,-0.235664764,0.126700744,0
13,18.5,1496352,99999999,376067,8669,1912350,30,-0.193546938,-0.235664764,-0.1128066,0
12,24.9,669328,206778,182666,28098,2325372,43,-0.193546938,-0.235664764,0.126700744,0
20,29.3,2456454,644072,782819,26051,1112488,31,-0.193546938,-0.235664764,-0.68396445,0
14,11.4,663080,99999999,125419,12709,802712,30,-0.193546938,-0.235664764,0.013849095,0
7,13.4,177848,155562,78641,5702,1296028,32,-0.193546938,-0.235664764,0.126700744,0
13,33.8,349140,386848,235486,20413,897294,41,0.180264064,-0.235664764,0.013849095,1
11,15.7,439164,371448,137674,10962,1652639,14,0.180264064,-0.235664764,0.126700744,0
11,12,82940,54714,11533,15803,1077471,75,0.180264064,-0.235664764,0.013849095,0
31,18.4,2366496,333014,772559,22744,1246248,30,0.180264064,-0.235664764,0.126700744,0
14,16,682924,42526,230014,31178,1175541.051,67,0.180264064,-0.235664764,0.126700744,0
10,20.5,83380,99999999,65892,43983,2443514,9,0.180264064,0.583192905,0.126700744,0
6,21.7,56210,99999999,2185,7377,2049036,23,-0.193546938,-0.235664764,-0.68396445,0
11,22,1370666,331892,548074,23057,1528664,29,-0.193546938,-0.235664764,0.013849095,0
6,16.9,255156,99999999,221673,15449,2395197,64,-0.193546938,0.583192905,0.126700744,0
6,16,237468,88352,817,12973,1152717.242,2,0.092368046,-0.235664764,0.126700744,0
13,11.7,543642,265276,270902,18733,1431840,35,-0.193546938,-0.235664764,0.013849095,0
11,15.8,203808,99999999,48051,8260,579633,30,0.180264064,-0.235664764,0.126700744,0
14,57.7,432124,558360,186219,13818,1076768,24,-0.193546938,0.583192905,0.126700744,1
23,18.1,1770076,535678,1096091,48055,1521520,56,0.180264064,0.583192905,-0.68396445,1
14,20.1,603174,225192,431319,10308,1166904,45,-0.193546938,-0.235664764,-0.68396445,0
9,19.8,322718,221100,226309,26211,1355745,75,0.180264064,-0.235664764,0.013849095,0
9,28,286594,289058,113848,18307,1248224,35,-0.193546938,-0.235664764,0.126700744,0
7,14.5,106040,121506,71535,8546,1033974.847,37,0.180264064,-0.235664764,-0.1128066,1
10,13.5,200310,220308,93765,5346,761064,49,-0.193546938,-0.235664764,0.013849095,0
6,11.4,37268,120384,8018,4460,737257,14,-0.193546938,-0.235664764,0.126700744,1
4,13.5,273196,99999999,149340,2083,541101,30,0.180264064,-0.235664764,0.126700744,0
15,22.4,676654,348898,295108,18362,1427649.249,21,0.180264064,-0.235664764,0.013849095,0
11,29.8,837826,730488,631674,26806,1632879,7,-0.193546938,0.583192905,0.126700744,1
17,12.7,452408,220528,204744,16798,1599838,17,0.180264064,-0.235664764,0.126700744,0
13,31.4,835010,331056,390868,19124,1067401,56,0.180264064,0.583192905,0.126700744,1
9,15.2,554598,219274,224637,6202,1094415.854,28,0.092368046,-0.235664764,0.126700744,1
16,11.3,625922,99999999,299478,16173,644765,30,-0.193546938,-0.235664764,0.126700744,0
16,32,1220494,550660,666178,35454,1137568,18,-0.193546938,-0.235664764,0.126700744,1
11,22.6,953744,447524,733894,28875,2125739,17,-0.193546938,-0.235664764,-0.68396445,0
10,16.9,1320594,99999999,250914,8158,1615494,30,-0.193546938,-0.235664764,-0.1128066,0
15,21.5,1117754,394592,335939,20366,973674,5,-0.193546938,-0.235664764,0.126700744,0
8,13.2,416768,99999999,217417,8149,582084,30,0.180264064,-0.235664764,0.013849095,0
16,26,700150,450912,151164,13752,906737,51,-0.193546938,0.583192905,0.126700744,0
11,29.8,518650,422114,310403,22521,1270536.361,37,0.180264064,0.583192905,0.126700744,1
15,18.4,555280,437184,402363,30847,1623550,29,-0.193546938,0.583192905,0.126700744,0
14,15.9,86504,172832,39900,9881,764978,59,-0.193546938,-0.235664764,0.126700744,0
11,31.4,541596,311058,247912,21379,1343167,17,-0.193546938,0.583192905,-0.68396445,0
8,8.2,136004,141372,61199,20454,615144,39,0.180264064,-0.235664764,-0.1128066,1
10,14,1437612,605836,972154,39505,1950863,23,-0.193546938,-0.235664764,0.126700744,0
21,19.2,1256090,558646,485982,17489,1829768.789,41,-0.193546938,-0.235664764,0.013849095,0
25,29.3,856174,199650,465842,40275,1810092,8,-0.193546938,-0.235664764,0.126700744,0
17,15.4,654346,99999999,413098,22031,1915770,30,0.180264064,-0.235664764,0.013849095,0
5,11.4,198924,138424,114076,10382,1169433.039,45,0.092368046,-0.235664764,0.013849095,0
23,24.4,761244,631180,409583,23607,1691557.188,32,-0.193546938,0.583192905,-0.1128066,1
15,10.5,451440,482372,213655,15574,1485480.532,39,-0.193546938,-0.235664764,0.126700744,1
20,31.7,1106380,250448,540816,20174,1360058,14,-0.193546938,-0.235664764,0.013849095,0
9,18.4,321178,345972,62700,32032,1431983.675,1,0.180264064,-0.235664764,0.126700744,0
5,24.1,33682,471526,24377,22793,1708192.623,33,0.180264064,-0.235664764,0.126700744,0
13,11.8,1074986,300960,410343,20949,1153148,16,-0.193546938,-0.235664764,0.013849095,1
11,15,585178,536184,336585,21891,1300474,61,-0.193546938,-0.235664764,-0.1128066,0
14,21.8,1038950,756294,641554,46779,2985888,35,-0.193546938,-0.235664764,0.013849095,1
9,13,365310,221518,167846,13153,1052220,48,0.180264064,-0.235664764,-0.68396445,0
12,30.4,323620,357390,69312,10583,742691,58,0.092368046,-0.235664764,-0.68396445,0
10,42.6,200552,675400,131290,39528,1886021.811,14,-0.193546938,-0.235664764,-0.1128066,0
7,15.5,211442,215798,114133,2503,1358994,30,0.180264064,-0.235664764,0.013849095,0
4,22.9,234256,159412,159410,5134,412072,29,0.092368046,-0.235664764,0.126700744,1
11,13.7,107404,131538,82004,10530,1186289.062,4,-0.193546938,-0.235664764,0.126700744,0
7,8.6,315678,99999999,38171,1736,504412,30,0.180264064,0.583192905,-0.1128066,0
20,22.7,780472,756382,297920,47359,1959698,35,-0.193546938,0.583192905,0.126700744,1
12,18.5,570152,104148,132449,7495,449711,32,0.180264064,-0.235664764,-0.1128066,0
12,10.6,205458,216194,177251,20975,1204296,66,-0.193546938,0.583192905,0.126700744,0
24,28.4,1452990,759000,799349,55957,3689477,23,-0.193546938,-0.235664764,0.013849095,0
10,12,138204,219186,68875,17307,1306155,41,0.180264064,-0.235664764,-0.1128066,0
15,22.5,0,396594,0,22556,1429314.782,44,-0.193546938,-0.235664764,0.013849095,0
24,27.9,401302,325512,263416,28450,1724231,11,-0.193546938,0.583192905,0.013849095,0
18,14.1,1348556,55484,823422,66848,1155170.56,42,-0.193546938,-0.235664764,0.126700744,0
9,12.4,272690,223608,195700,12746,869022,35,-0.193546938,-0.235664764,-0.1128066,0
11,17.2,817850,157784,34618,1695,1198031.669,11,0.180264064,-0.235664764,0.013849095,0
16,22.6,255442,332970,166991,50484,1177992.018,35,-0.193546938,-0.235664764,0.126700744,1
5,9.1,93522,65076,44175,1781,269800,41,0.180264064,-0.235664764,0.013849095,0
18,21.4,1343452,293150,909644,32223,1850125,16,0.180264064,-0.235664764,0.126700744,0
16,16,801174,99999999,505799,23881,955225,66,-0.193546938,0.583192905,0.013849095,0
11,24.8,582164,440660,161899,30446,1826736,47,-0.193546938,-0.235664764,0.126700744,0
18,37.5,620356,389818,263055,20787,1079846,60,0.092368046,-0.235664764,-0.68396445,0
6,13.5,111672,218922,26809,9958,756276,25,-0.193546938,-0.235664764,0.126700744,0
9,11.1,439736,263868,232047,23415,1025487,12,0.180264064,0.583192905,0.126700744,1
7,34.5,245498,87648,143754,14683,611781,35,-0.193546938,-0.235664764,0.126700744,1
10,26,334928,262724,190912,19207,964345,23,-0.193546938,-0.235664764,0.126700744,0
12,10.5,405922,214808,211052,18854,1528645,38,-0.193546938,0.583192905,-0.1128066,0
19,23,1160478,99999999,310688,19815,1137720,30,-0.193546938,-0.235664764,0.126700744,0
5,19.9,209946,290642,58026,19665,2703092,8,0.092368046,-0.235664764,-0.68396445,0
11,23.6,1078880,773938,744477,38910,2864535,35,-0.193546938,-0.235664764,0.013849095,0
10,17.4,391512,93918,236683,15259,991220.4727,29,0.180264064,-0.235664764,-0.1128066,1
13,18,428252,532048,169024,23795,1631682,54,-0.193546938,0.583192905,0.126700744,0
4,11.2,259776,241362,222319,17111,947530,20,0.180264064,0.583192905,0.126700744,0
12,29,729212,325358,319922,28897,1667155,28,0.180264064,-0.235664764,0.126700744,0
13,19.7,877932,343794,259312,35209,1169858.159,39,-0.193546938,-0.235664764,0.126700744,1
14,15.6,547074,533434,413877,43783,1587298,27,0.180264064,-0.235664764,0.126700744,1
11,8,355828,163878,123234,11669,562362,44,0.180264064,-0.235664764,0.013849095,0
5,25.5,199738,108504,94183,10125,623086,29,0.092368046,-0.235664764,-0.1128066,0
15,15.8,1054768,142032,103854,17216,868053,44,-0.193546938,-0.235664764,-0.1128066,0
7,16.6,309914,246202,171570,13112,1404879,36,0.180264064,-0.235664764,-0.68396445,0
12,19.3,633732,199298,259426,25931,1376892,33,-0.193546938,-0.235664764,0.126700744,0
8,8,323356,470316,178448,25511,1070384,33,-0.193546938,0.583192905,0.126700744,0
9,35.5,0,99999999,0,2227,4772800,30,-0.193546938,-0.235664764,-0.68396445,0
19,21.1,352660,315282,226898,15855,813086,39,-0.193546938,-0.235664764,0.013849095,1
12,17.1,524810,175252,97907,18162,1202168.536,31,0.180264064,-0.235664764,0.126700744,0
6,11.9,439934,323642,284962,7531,931665,24,0.092368046,0.583192905,-0.1128066,1
10,13.1,1185096,474540,458527,29950,1704623.312,38,-0.193546938,-0.235664764,-0.1128066,0
18,16,215314,527208,158992,10989,1760559,15,0.180264064,0.583192905,0.013849095,1
11,25.6,577984,500192,313481,14618,1494321.349,33,-0.193546938,0.583192905,0.126700744,1
10,13.8,396836,264528,294747,15548,1112352.808,16,-0.193546938,0.583192905,0.013849095,1
8,12.2,182380,120186,95456,10889,926725,46,0.180264064,-0.235664764,0.126700744,0
9,11.4,349932,178200,157453,10196,1204565.414,61,0.180264064,-0.235664764,0.126700744,0
18,11.4,1124750,448448,518719,26987,1265020,13,0.092368046,0.583192905,0.126700744,1
9,16.3,811800,223564,617671,26259,1252958.21,46,0.180264064,-0.235664764,0.126700744,0
9,13,454344,327756,224048,5877,1429294.046,41,-0.193546938,0.583192905,-0.68396445,0
9,14.6,459756,99999999,158042,10066,940785,30,0.180264064,-0.235664764,0.126700744,0
13,29.5,3409934,99999999,2612177,50810,2822773,30,-0.193546938,-0.235664764,0.126700744,0
12,19.4,436370,438548,313177,25865,1424793.673,30,-0.193546938,-0.235664764,-0.68396445,1
15,11.7,336270,99999999,94962,14476,987012,69,0.180264064,-0.235664764,0.126700744,0
10,11.4,553630,388982,316996,21277,1432094.007,13,-0.193546938,0.583192905,-0.1128066,0
6,26.5,1065548,429968,466564,17470,1299676,36,-0.193546938,0.583192905,0.126700744,1
7,11,364166,224686,263245,16397,1261315,35,0.180264064,0.583192905,-0.1128066,0
14,17.5,421784,338052,191976,19058,1419327.444,31,0.180264064,-0.235664764,0.126700744,0
7,33.8,314160,78628,58615,4169,565896,52,0.180264064,-0.235664764,-0.68396445,0
12,26.5,491942,620180,404472,23593,1912920,4,0.180264064,0.583192905,0.126700744,1
17,7.5,494098,335588,194579,40381,2125321,27,0.180264064,-0.235664764,0.013849095,0
13,27.5,1304726170,529892,1126814,5492,1707686.788,8,-0.193546938,-0.235664764,-0.1128066,0
6,17.5,379236,303468,264974,27751,2312604,14,-0.193546938,-0.235664764,-0.1128066,0
16,19.4,1213168,301972,366700,26389,1862760,48,-0.193546938,-0.235664764,0.126700744,0
10,10.7,305206,99999999,158156,8967,1120848,30,0.180264064,-0.235664764,0.126700744,0
11,16.9,1014684,99999999,866666,26074,1396842,30,-0.193546938,-0.235664764,0.126700744,0
10,10.7,436150,386606,294557,18550,927485,21,0.180264064,0.583192905,-0.1128066,0
6,21.5,381238,535194,241338,5695,1520428.32,37,0.180264064,0.583192905,0.013849095,1
17,13.5,585926,122870,363318,52668,2548432,50,-0.193546938,-0.235664764,0.013849095,0
9,28.9,692340,223432,452029,26861,1389337,26,-0.193546938,-0.235664764,0.013849095,1
14,16,219120,219164,95000,31491,1041029,63,-0.193546938,-0.235664764,-0.1128066,0
7,11.3,314160,99999999,212724,22339,1085280,30,0.180264064,0.583192905,-0.1128066,0
17,15.6,508970,246752,165718,15014,1162344,62,0.180264064,-0.235664764,0.013849095,0
10,16.4,999240,460394,760285,28754,2574956,37,-0.193546938,-0.235664764,0.013849095,0
13,13.3,697290,388696,448039,25743,1774372,13,0.180264064,-0.235664764,0.013849095,0
7,13.3,486794,175406,287128,13861,908903,36,0.180264064,-0.235664764,-0.1128066,1
6,16.3,294008,623392,208468,22745,1782219.131,14,-0.193546938,-0.235664764,-0.68396445,0
13,22.4,472846,165044,169480,8223,560671,20,-0.193546938,-0.235664764,-0.68396445,0
12,12.6,49368,223806,7030,30168,1128152.383,24,-0.193546938,0.583192905,0.013849095,1
9,23.8,717420,332222,293683,11733,891119,42,0.180264064,-0.235664764,-0.1128066,0
11,29,512160,167002,207005,24871,1538392,10,-0.193546938,-0.235664764,0.013849095,0
19,20.8,1218800,226688,451573,12515,573230,33,0.092368046,-0.235664764,0.013849095,0
8,35,984148,346962,694412,32657,1173033.574,37,-0.193546938,0.583192905,0.126700744,1
17,11.4,2622268,140976,883234,39568,2282736,45,-0.193546938,-0.235664764,0.013849095,0
17,32.7,2291740,630960,750139,16225,1595867,30,-0.193546938,-0.235664764,0.013849095,0
3,10.3,115148,110770,81434,7244,1196662.92,33,-0.193546938,-0.235664764,0.013849095,0
5,10.3,17314,54098,9652,6878,373806,16,0.180264064,-0.235664764,0.013849095,0
23,19.9,810656,324324,603497,35504,1717942,54,-0.193546938,0.583192905,0.013849095,0
19,15,499136,334268,255189,20721,1635843,16,0.180264064,0.583192905,-0.1128066,0
4,21.7,175846,99999999,110086,2472,389234,30,0.180264064,-0.235664764,0.013849095,0
14,16.3,2395228,626956,1435602,56216,1972504,32,-0.193546938,0.583192905,0.126700744,1
30,16.7,2925120,784168,714932,26920,2031708,31,-0.193546938,-0.235664764,0.126700744,0
16,21.4,1132890,660726,630078,14377,1902090,15,-0.193546938,-0.235664764,0.013849095,0
3,16.5,239646,87142,198284,13046,832694,35,0.180264064,-0.235664764,-0.1128066,0
8,12.6,508882,313874,336642,24317,2129919,22,0.180264064,-0.235664764,0.013849095,0
15,13.8,403744,475002,161804,21439,1721568.623,33,0.180264064,-0.235664764,0.013849095,0
8,9.9,458656,652212,208753,25300,1971459,29,0.180264064,-0.235664764,0.126700744,0
4,16.5,329274,329120,241452,29844,1426176.163,13,-0.193546938,-0.235664764,0.126700744,0
15,16,413820,222794,302366,18962,1111133.546,46,0.180264064,-0.235664764,0.126700744,1
15,22,508112,353716,276450,21002,1431992,35,-0.193546938,0.583192905,0.126700744,0
5,19.7,242594,136620,200507,18878,1132704,53,-0.193546938,-0.235664764,0.126700744,1
8,14,490710,215138,233092,12302,772939,37,-0.193546938,-0.235664764,-0.68396445,1
10,19.8,389466,631576,226043,6876,1691557.188,46,-0.193546938,0.583192905,0.126700744,1
11,16,742962,260546,563350,25970,1125066,26,0.180264064,-0.235664764,0.126700744,0
11,25.7,377454,242462,262086,15220,1250292.522,45,0.092368046,-0.235664764,0.013849095,0
5,11,94600,221078,86431,6915,531943,35,-0.193546938,0.583192905,0.126700744,0
9,22.5,159808,296516,28994,18306,1120440.808,24,0.180264064,0.583192905,0.126700744,1
17,16.5,585134,394372,440154,41156,1702989,18,0.180264064,0.583192905,0.126700744,0
15,19.5,1595352,548548,730246,18366,1412745,48,-0.193546938,0.583192905,0.126700744,1
10,17.7,1107304,179564,767923,25227,1512077,27,-0.193546938,-0.235664764,0.013849095,0
10,15.7,746614,247742,183122,21532,2100640,11,0.180264064,-0.235664764,-0.68396445,0
6,15.4,259446,99999999,40774,9188,875102,62,-0.193546938,-0.235664764,0.013849095,0
14,9.5,904860,159852,242250,9060,862866,29,0.180264064,-0.235664764,0.126700744,1
8,13.5,476784,43736,379639,21417,793212,48,-0.193546938,-0.235664764,0.126700744,1
15,15.1,1082796,99999999,492822,22658,950665,30,0.180264064,-0.235664764,0.126700744,0
7,14.8,628430,99999999,518301,43005,1977254,30,-0.193546938,-0.235664764,0.013849095,0
11,21.3,772574,719202,504412,36351,1398134,21,-0.193546938,0.583192905,0.126700744,0
12,23.1,976074,757306,654987,36532,5605950,9,-0.193546938,-0.235664764,0.126700744,0
12,17,424864,99999999,207309,13986,1042397,77,0.180264064,-0.235664764,0.126700744,0
8,27.8,504548,484330,243143,6976,1330931,37,-0.193546938,-0.235664764,-0.68396445,0
15,19.1,747846,99999999,426911,15426,1303628,69,-0.193546938,0.583192905,0.126700744,0
11,20.8,206800,170456,141094,6913,658426,28,-0.193546938,-0.235664764,0.126700744,0
